,text,dialect
1276,تفكرت فواحد رمضان كنا كاندوزو بكوبا امريكا,MA
1277,وكما الشاعر عايش بحر الغدر شط الندالة مليان معلقة الوشوش ألوان,EG
1278,لاعبين عالميين تنازلوا حقوقهم ايضآ واللاعبين اللي وصلوا المحاكم الأخلال فالعقد المكافئات هذي إدارة النادي خارج العقد مش حقوق ملزمة ليتهم الشحات اللي تنازل مستحقاته وليتكم تفهمون بدل تهايطون الادارة طلعت خلاص أرجعوا لصوابكم كفايه,AE
1279,الأمويين وأهل الشام ليهم افتكاسات الاحتفال باليوم برضو بدأها الحجاج,EG
1280,اهههههههههههه يحرق شيطانه شو ضحكني ولكم هادا ملك الغابه,JO
1281,أكثر مستفيد ارتفاعاسعارالبترول محمد خالد يقول قلبه اشوه بينسوني مو ناسينك يا بوعمار تيتعليه محمدخالديهينالإمامالمهدي,BH
1282,موكبيناير ﺣﺎﻛﻤﻨﺎ ﺳﻨﻪ ﻻﺟﺎﺏ ﺍﻭﻻﺩﻭﻻ ﺩﺍﻳﺮ ﻳﺨﻠﻴﻨﺎ ﻧﺠﻴﺐﺩﻱ ﺑﻠﻮﺓ ﺷﻨﻮ,SD
1283,الينيعني الجنترا مختلف الشمبعانة,OM
1284,روحك الحلوه واخلاقك احلى,IQ
1285,احمد العكايشي ماني جاي اخذ فلوسي الاداره مافيش فلوس الله كريم الاتحاد,SA
1286,يخرب بيتك يا بشار شو انك غبي قتلت هال بالميغ بصاروخ سكود عديت خط اوباما الاحمر غبي بتفهم تلعبها,SY
1287,وانا تقييمي الك كمان لازم تعتزل وتقطف,LB
1288,اكتبكلماتتمنييارب الأمنيات والدعوات المرسله ردها لنا غيثا مفرحا,MA
1289,لازم تشوفو اسناني عشان تقولو ابتسامة,DZ
1290,تدرين وادري بنفترق تدرين قلبي بيحترق حنا اتفقنا شي الزمن عيى الزمنلانتفق,BH
1291,معقول هاد كاسة الشاي,PL
1292,موقفي الواضح محاولات البعض لزعزعة الاستقرار السوشيال ميديا,EG
1293,شف لنا فتره كذبك,YE
1294,والفيصل هيقدم بلاغ فين البلاغ,EG
1295,احنا مش مقشطينك بلدك يا شطورواحنا مش اجانب سمحت وما بدي ادعي يصيبك متلنا لتجرب وتعرف الله حق لانه اللي احنا منقبله العدو الصهيوني,PL
1296,حبها القلب ذايب وانا غايب عنهاأمي يا أغلى القرايب والحبايب دونها,OM
1297,يا أجمل أيام العمر يا اغلى كلمه الصدر شوفة عيونك منيتي موبيدي,BH
1298,أتوقع إقتراب اللي رح تعلن أمريكا إيقاف الحرب تماما اليمنوابو يمن يرد ويقوللا والله مو بكيفكم توقفون الحربتونا بدينا يا عيال أحب أذكر أمريكا وربعنا هذيلا قايلين القيااااامةاجلديبويمناجلد,AE
1299,فزعوا غيابك يا,LY
1300,ياما شفت بنات مطلقات مرميات منغير مستقبلالمهر مايساوي شي وخوتها لاهيين حواشينهمانخليلها حاجة تقدر تتكي احسن الاعتماد زوجها,LY
1301,صح زكرتيني شو بدنا ابو قلب هيداك قلبه بيساع كتير مطلوب القبض ابو عقل,LB
1302,الذيب عندي بيوت جزيلاتوالعنز مثلك شطر يسدهمانيب نازل لك للبويتاتبحشم طوارف اسمك اللي نعده,QA
1303,لحد مافيه طريقه,LY
1304,نقول لكم تركوا عنكم الخزعبلات واذا كنت صادقين ادعوله بالمغفره مو مسويه نبي والثاني مسويه حي لايموت ترى الريال عمره سنه مهب صغيرالأخوانالمسلمين يهرطقون,BH
1305,يا ريت عندك شوية دين,PL
1306,بعاند أحاسيسي وببدا خطوة النسيان واذا مازرني طيفك بقوله روح ياخوان,BH
1307,ربي معاك صديقتي آيه,TN
1308,كلعاموانتمبخير للي تقدم واللي أكمل الشهر,OM
1309,ذمة التاريخ واللي وراء التاريخ وحواديت الحب والغرامما حد حب قلبه وتهنى بمجنونه,SD
1310,بدون اثارة الشعب محد بيعرفهم,AE
1311,اكيد مابدهم الحريري ينزل اللعبي صارت مكشوفه حقدهم اهل السني بس يدقو بري مابيسترجو الرئيس جمهوريه عيب ينزل بالشارع بس رئيس الحكومة مسموح ينزل بالشارع,LB
1312,والله مش ديسلايك راهم معوليين حملات سبيام وراح ينشرو الاغنية,DZ
1313,يعتمد الشخص وتحمل صدقني يتغير ويفهم الدنيا صح انهار فهنا يصبح انسان ضعيف وخاضع,QA
1314,وقتكضايععليايش تويتر,SY
1315,انا وش دخلني بالله,SA
1316,ابك ينفخك يكفيك,SA
1317,ربي يسلمك ويكرمك ويرفع قدرك ويسعدك دنيا وآخرة,LB
1318,الامهات فديت قلبهم مسكينات يجبرون بخاطرنا الله يطول بعمر والدتك وبعمر امهات المسلمين ويرحم الاموات منهن,MA
1319,مو هيج انوب يشرح قصة البقرة ويعيط,IQ
1320,اسفين مانقدر نرد والله مشغولين,DZ
1321,فيو تجارة شي بيدخله تجارة بيخربفهمت بفهمك,LB
1322,واخيرا لقينا صديق كريم الهاني,MA
1323,سؤال بريء معالي الوزير النت عندك زي عندنا تاخذه جيجا ويجيك نص جيجا,SY
1324,المسلسل الوحيد اللي متابعته برمضان قرار وزير التربية والغش وردة الفعل العجيبة لرفض القرار,KW
1325,شسالفة الأمهات كلهم متفقين يناشبون بناتهم جواتيييهم,KW
1326,وع الفاضي الفيصلي بتتعطل هاي التقنيات,JO
1327,تمنالي الخير وادعيلي وحاول فعله بدون وصايه ونصيحه ماراح اتقبل نصيحه شخص ماعرفه يعرفني وما يطبق يسويه,KW
1328,صدقني يا حلو العيونمشتاقكتير كتيروانت يعني مشتاقه ليه,SD
1329,اصلا انا كيجيو طريقي لحوايج زوينة,MA
1330,ربي يخليك شوفي الخاص,DZ
1331,سيارة جدامي حذف الوصخ عنده الشارع حالة رصد هذي التصرفات المخالفة جهه نتصل,BH
1332,اكتب واصرخ ومحد بيرد,OM
1333,انتشرت اشاعه هذي نصها والقصد تشويه صورة النائب عيسى الكوهجيالرسالةبعد فوز النائب عيسىالكوهجي حسابه خاص وحذف رقمه النقال الحسابيناتوقع عيب تعليق اللي,BH
1334,نانسي بتحلي شي ووين بتكون بيطلع مهضوم وحلو تامر طلع الاعلان تمام,LB
1335,واضح ثقافتك وثقافته متحتاج فراسه هسه عرفت المهرج وانصاره,IQ
1336,لورنس العرب انجليزي وعاش البدو واخرتها نكبهم,QA
1337,شكون تكرهو هك مسكين,DZ
1338,ربي يلطف بينا سبيطار تاع المدينة الجديدة منجلي حالة طوارئ اطفال مدارس جابوهم مغمى عليهم ومش عارفين السبب ربي يشفيهم ويلطف بينا,DZ
1339,اييي والله اني هيج تخيلت شسالفته والمفردات يستخدمها اقل ناقش بدون تجاوز تهجم بس شنسوي عقول مسببه ازمه بالمجتمع الله كريم بس,IQ
1340,الخير حكمة الكباية المليانه طفحت,PL
1341,رجلي حلوة ومقلوظة وعاملة سويت كمان أهوحتي شوف,AE
1342,مشتاقة لبلدي سوريا ترجع متل زمان مشتاقة لبلدي بدون قتل بدون خطف بدون الم بدون حزن يا رب كريم وقادر شيء الامن والامان لبلدي,SY
1343,سود وجهك ارشيتوه لعنبوكم ولد زايد لعب ميزانية الدوله لعب كلها رشاوي ياعلكم هالحال اردى,QA
1344,هههههههههما دخل البيت بالرقص والملعب يا خنزيرمش قلتو احنا دواعش وروافض اوكيه إلا ننفذ قلتكم,YE
1345,ريتويت وهقلك مزايا وعيوب فيك الافتار,PL
1346,المجمعات اللي محلات الشايع ايالمجمعات الثانيه,KW
1347,اضن عندهم زهر وحكام,DZ
1348,مفهوم الميك اب الناعم مفهوم غلطالبنات يبون يشوفون ميك اب يطغى ملامحهم عجبتكم يطغىيبون يشوفون ملامحهم قوويه واقوى الميك اب,KW
1349,الله يهديك وش هالفلم,SA
1350,ناديت الليل جاوبني بكاني محد سمعني سوا ليل نزع دمعي,BH
1351,يااااربي الحوووب مسويلي لايك بموووت,MA
1352,تحية الاسفلت الخليجي اللي يتحمل درجة حراره وفوق,BH
1353,العين بالعين والراس بالراس داعش حتي حماس يا اولاد ال يا انجاس احذروا غضب المصريين واللى يفكر يعادينا ويهوب ناحية سينا قسما بالله بأيدينا لنكون قاضيينمش احنا اللى تهددونا تعرفوا تكسرونا ده احنا ورحمة ابونا ندفنكم صاحيين,AE
1354,ههههههه حلوه هيك عم يشجعو البنات تنزل,LB
1355,مرحب بيك تويتر,SD
1356,باريس حلوه تبقى منحصرة بالرومنسية والجو الشاعري حقها غيره ماتعتبر سياحية بدرجة كبيييرة,MA
1357,كاتب للحفظ هههههيعني بيفيد الجزيرة بس بيفيد العين راجع إصابة صح دكتور,AE
1358,تزوج وتوكل الله وعاد انت وحظك,OM
1359,اسمع كلامها يا صابين رود بالك مني ههههههه صاي بعتوني توا كهو نفسيتي دمرت نمشي نشوفلي نبزنسو باش تنفرهد,TN
